model id,words,label-occurrences,nodes,edge,splits,joins,sequences,loops,task,event,inclusiveGateway,parallelGateway,exclusiveGateway,eventBasedGateway
400,2.1,1.1,30,33,4,4,4,0,7,3,0,1,1,0
401,1.272727273,1,7,7,1,1,1,0,2,3,0,0,1,0
402,1.222222222,1,4,3,0,0,1,0,1,3,0,0,0,0
403,1.3125,1,8,8,1,1,0,0,1,3,0,0,0,1
404,1.6,1.166666667,9,9,1,1,1,0,3,3,0,0,1,0
405,2.386363636,1.227272727,35,38,4,4,4,0,6,3,1,1,1,0
406,1.291666667,1,11,11,1,1,2,0,3,3,0,0,1,0
407,1.783783784,1.095238095,29,31,3,3,4,0,9,3,0,1,1,0
408,1.24,1,10,10,1,1,1,0,3,3,0,1,0,0
409,1.5,1,8,8,1,1,1,0,0,3,0,1,0,0
410,1.744680851,1.095238095,29,31,3,3,5,0,7,4,0,1,1,0
411,3.04,1.333333333,24,25,2,2,3,0,6,3,0,0,1,0
412,2.45,1.090909091,16,17,2,2,3,0,4,3,0,1,1,0
413,1.35483871,1,15,15,1,1,4,0,5,3,0,0,1,0
414,1.666666667,1.5,3,2,0,0,1,0,2,2,0,0,0,0
415,2.5,1,16,17,2,2,2,0,4,3,0,1,1,0
416,1.3125,1,9,9,1,1,1,0,2,2,0,0,1,0
417,1.692307692,1,18,19,2,2,3,0,4,3,0,1,1,0
418,1.125,1,3,2,0,0,1,0,1,2,0,0,0,0
419,1,1,3,2,0,0,1,0,0,2,0,0,0,0
420,1.25,1,3,2,0,0,1,0,2,2,0,0,0,0
421,1.222222222,1,3,2,0,0,1,0,2,2,0,0,0,0
422,1.909090909,1.090909091,14,14,1,1,3,0,7,3,0,0,1,0
423,2.954545455,1.266666667,26,29,3,4,3,0,3,4,0,1,0,0
424,2.285714286,1,8,8,1,1,1,0,4,3,0,1,0,0
425,1.642857143,1,8,8,1,1,1,0,2,3,0,1,0,0
426,1.416666667,1.2,8,8,1,1,1,0,4,2,0,1,0,0
427,1.846153846,1.166666667,9,9,1,1,1,0,3,5,0,0,1,0
428,3.129032258,1.5625,33,36,4,4,5,0,5,3,0,1,0,1
429,1.95,1.5,14,14,1,1,3,0,4,3,0,0,1,0
430,2.347826087,1.307692308,23,25,3,3,2,0,5,3,0,1,1,0
431,1.578947368,1,10,10,1,1,2,0,6,2,0,0,1,0
432,2.125,1.125,11,11,1,1,2,0,4,3,0,0,1,0
433,1.930232558,1.166666667,27,29,3,3,3,0,3,3,0,1,1,0
434,1.717391304,1.157894737,28,31,4,4,3,12,6,4,0,1,1,0
435,1.619047619,1.2,15,16,2,2,1,0,5,3,0,0,1,0
436,1.65,1,15,16,2,2,2,0,2,3,1,0,1,0
437,1,1,1,0,0,0,0,0,1,1,0,0,0,0
438,1.5,1.1,15,16,2,2,2,0,3,3,0,1,0,0
439,1.166666667,1,8,8,1,1,0,0,3,2,0,0,1,0
440,2.310344828,1.153846154,19,20,2,2,2,0,6,3,0,0,1,0
441,1.2,1,3,2,0,0,1,0,0,3,0,0,0,0
442,1,1,2,1,0,0,0,0,1,1,0,0,0,0
443,1.545454545,1,3,2,0,0,1,0,0,3,0,0,0,0
444,1,1,1,0,0,0,0,0,1,1,0,0,0,0
445,2.611111111,1.111111111,12,12,1,1,1,0,2,3,1,0,0,0
446,2,1.157894737,28,31,4,4,5,2,8,3,1,1,1,0
447,1.5,1,11,11,1,1,1,0,5,6,0,0,1,0
448,1.5,1,10,10,1,1,1,0,3,3,0,0,1,0
449,1.333333333,1.142857143,10,10,1,1,1,0,3,3,0,0,1,0
450,1.882352941,1,12,12,1,1,2,0,0,3,1,0,0,0
451,1.727272727,1.2,30,32,3,3,4,0,5,4,0,1,0,0
452,1.5,1,10,10,1,1,1,0,3,3,0,0,1,0
453,2.162162162,1.235294118,27,30,4,4,3,2,8,5,0,1,1,0
454,2.133333333,1.222222222,13,13,1,1,2,0,5,2,0,1,0,0
455,1.529411765,1.125,11,11,1,1,3,0,5,5,0,0,1,0
456,2.083333333,1.222222222,27,29,3,3,3,0,9,4,0,1,1,0
457,2,1.111111111,24,25,2,3,4,0,4,5,0,1,1,0
458,2.166666667,1.222222222,13,13,1,1,2,0,6,3,0,0,1,0
459,2.285714286,1.071428571,19,20,2,2,2,0,5,3,0,0,1,0
460,1.25,1,3,2,0,0,1,0,1,2,0,0,0,0
461,1.6,1.111111111,12,12,1,1,1,0,3,3,0,1,0,0
462,2.454545455,1.142857143,10,10,1,1,2,0,2,2,0,0,1,0
463,1.434782609,1,16,17,2,2,2,0,5,3,0,1,1,0
464,1.2,1,3,2,0,0,1,0,0,3,0,0,0,0
465,1,1,2,1,0,0,0,0,1,1,0,0,0,0
466,1,1,1,0,0,0,0,0,1,1,0,0,0,0
467,2.5,1.333333333,6,6,1,1,0,0,1,5,0,1,0,0
468,1.857142857,1.571428571,13,13,1,1,3,0,5,2,0,0,1,0
469,1.975609756,1.052631579,26,28,3,3,3,0,7,3,1,0,1,0
470,1.416666667,2.25,11,11,1,1,2,0,2,4,0,1,0,0
471,1.545454545,1,8,8,1,1,1,0,2,3,0,1,0,0
472,1.5,1,8,8,1,1,1,0,2,3,0,1,0,0
473,1.315789474,1,11,11,1,1,2,0,4,4,0,0,1,0
474,2.257142857,1.136363636,33,36,4,4,5,0,6,5,1,1,1,0
475,1.7,1.111111111,12,12,1,1,2,0,5,3,0,0,1,0
476,1.941176471,1.25,24,26,3,2,4,2,4,3,0,0,1,1
477,2.8125,1.5,11,11,1,1,2,0,4,3,0,0,0,1
478,1.434782609,1.142857143,10,10,1,1,2,0,3,3,0,0,1,0
479,2.1875,1.235294118,27,29,3,3,5,0,6,3,0,0,1,1
480,2.542857143,1.3125,27,29,3,3,6,0,9,5,0,1,1,0
481,1.851851852,1,19,20,2,2,3,0,8,4,1,0,1,0
482,2.206896552,1.166666667,17,17,2,1,2,0,3,3,0,0,1,0
483,1.5,1,1,0,0,0,0,0,1,1,0,0,0,0
484,2.25,1.181818182,15,15,1,1,3,0,5,2,0,0,1,0
485,2,1,13,13,1,1,3,0,2,4,0,1,0,0
486,2.25,1.166666667,18,20,3,3,3,1,2,3,0,1,1,0
487,1.416666667,1,3,2,0,0,1,0,0,3,0,0,0,0
488,1.75,1.5,3,2,0,0,1,0,2,2,0,0,0,0
489,1.111111111,1,2,1,0,0,0,0,0,2,0,0,0,0
490,1,1,1,0,0,0,0,0,1,1,0,0,0,0
491,2.142857143,1.1,13,13,1,1,3,0,5,6,0,1,0,0
492,1.925,1.15,29,31,3,3,3,0,8,2,0,1,1,0
493,1.25,1,7,7,1,1,1,0,2,3,0,1,0,0
494,2.166666667,1.333333333,4,3,0,0,1,0,3,1,0,0,0,0
495,1.578947368,1.125,11,11,1,1,1,0,2,3,0,0,1,0
496,1.642857143,1.25,7,7,1,1,1,0,0,3,0,1,0,0
497,2.703703704,1.470588235,31,33,3,3,5,0,5,3,0,0,1,0
498,3,1,8,7,1,0,1,0,2,2,0,0,1,0
499,3.388888889,1.4,27,29,3,3,4,0,8,3,0,0,1,0
500,2.125,1.1,13,13,1,1,3,0,2,2,0,0,1,0
501,1.464285714,1,14,14,1,1,3,0,5,4,0,0,1,0
502,3.2,1.117647059,25,27,3,3,3,0,4,3,0,1,1,0
503,2.142857143,1.117647059,23,24,2,2,4,0,6,2,0,0,1,0
504,1.608695652,1,14,14,1,1,4,0,6,3,0,0,1,0
505,1.564102564,1.133333333,21,22,2,2,4,0,7,4,0,1,1,0
506,1,1,3,2,0,0,1,0,0,3,0,0,0,0
507,1.7,1,15,16,2,2,1,0,5,4,0,1,1,0
508,1.5,1.285714286,11,11,1,1,1,0,2,3,0,1,0,0
509,1.724137931,1.272727273,16,16,1,1,2,0,5,3,0,0,1,0
510,1.142857143,1,2,1,0,0,0,0,0,2,0,0,0,0
511,1.363636364,1,3,2,0,0,1,0,0,3,0,0,0,0
512,2,1,4,3,0,0,1,0,2,2,0,0,0,0
513,1,1,1,0,0,0,0,0,1,1,0,0,0,0
514,2,1.333333333,10,10,1,1,1,0,0,3,0,1,0,0
515,2,1.235294118,26,27,3,2,5,0,5,4,0,0,1,0
516,2.363636364,1.125,11,11,1,1,2,0,3,3,0,0,1,0
517,1.181818182,1,4,3,0,0,1,0,2,3,0,0,0,0
518,1.578947368,1.111111111,12,12,1,1,2,0,2,3,0,0,1,0
519,4.5,2,12,12,1,1,3,0,5,3,0,0,1,0
520,4.409090909,1.526315789,35,37,3,3,5,0,11,3,0,1,1,0
521,2.071428571,1.125,11,11,1,1,3,0,8,3,0,1,0,0
522,1.810810811,1.176470588,26,28,3,3,3,0,6,3,0,1,1,0
523,1.133333333,1,8,8,1,1,1,0,2,5,0,1,0,0
524,1.19047619,1,10,10,1,1,2,0,5,3,0,0,1,0
525,2.84375,1.428571429,26,29,4,4,4,9,4,3,0,1,0,0
526,1.9,1.117647059,23,24,2,2,4,0,5,4,0,0,1,0
527,2.2,1.714285714,14,14,1,1,4,0,2,3,0,0,1,0
528,3.222222222,1.214285714,21,22,2,2,2,0,4,3,0,1,1,0
529,1.5,1,2,1,0,0,0,0,0,2,0,0,0,0
530,2.3125,1,12,12,1,2,1,0,2,3,0,0,1,0
531,1.526315789,1,9,9,1,1,1,0,2,3,0,1,0,0
532,3,1.153846154,19,20,2,2,3,0,5,3,0,1,1,0
533,1.6,1,3,2,0,0,1,0,0,3,0,0,0,0
534,1,1,1,0,0,0,0,0,1,1,0,0,0,0
535,3,3,3,2,0,0,1,0,1,2,0,0,0,0
536,1.142857143,1,3,2,0,0,1,0,0,3,0,0,0,0
537,1.85,1.142857143,10,10,1,1,1,0,4,3,0,0,1,0
538,2.135135135,1.25,26,28,3,3,3,0,5,5,0,1,1,1
539,2,1.5,8,8,1,1,1,0,2,3,0,1,0,0
540,1.4,1.2,7,7,1,1,1,0,4,5,0,1,0,0
541,2,1,8,8,1,1,1,0,2,3,0,1,0,0
542,1.842105263,1.25,12,12,1,1,3,0,3,3,0,0,1,0
543,2.279069767,1.166666667,34,36,3,3,7,0,8,6,0,0,1,1
544,2.25,1.333333333,10,10,1,1,2,0,4,3,0,0,1,0
545,2,1.1875,23,24,2,2,5,0,6,3,0,0,1,0
546,2.071428571,1,10,10,1,1,1,0,2,3,0,1,0,0
547,2,1.2,8,8,1,1,1,0,3,2,0,1,0,0
548,2.285714286,1.333333333,26,28,3,3,4,0,10,3,0,1,1,0
549,2.228571429,1.117647059,23,24,2,2,4,0,2,4,0,1,1,0
550,2.461538462,1.833333333,13,13,1,1,1,0,5,2,0,0,1,0
551,2.058823529,1.1,15,16,2,2,2,0,3,3,0,1,0,0
552,1.428571429,1,2,1,0,0,0,0,0,2,0,0,0,0
553,1.545454545,1.111111111,12,12,1,1,1,0,4,2,0,0,1,0
554,1.375,1,9,9,1,1,1,0,1,3,0,1,0,0
555,1.828571429,1.133333333,21,22,2,2,4,0,4,3,1,0,1,0
556,1.2,1,3,2,0,0,1,0,3,1,0,0,0,0
557,1.375,1,3,2,0,0,1,0,2,2,0,0,0,0
558,1.714285714,1.333333333,4,3,0,0,1,0,1,3,0,0,0,0
559,1.75,1,4,3,0,0,1,0,1,3,0,0,0,0
560,1.428571429,1,9,10,2,2,1,1,2,3,0,1,1,0
561,2.310344828,1.461538462,25,27,3,3,3,0,4,6,1,1,1,0
562,1.136363636,1.166666667,8,7,1,0,1,0,3,3,0,0,1,0
563,1.777777778,1,5,4,0,0,1,0,0,3,0,0,0,0
564,1.25,1,8,8,1,1,1,0,2,3,0,1,0,0
565,1.941176471,1,11,11,1,1,2,0,5,3,0,0,1,0
566,2.216216216,1.090909091,30,32,3,3,4,0,10,5,0,1,1,0
567,1.185185185,1,11,11,1,1,2,0,1,3,0,0,0,1
568,3.294117647,1.1875,25,27,3,3,3,0,8,3,0,1,1,0
569,1.55,1.111111111,12,13,2,2,2,1,8,2,0,0,1,0
570,1.157894737,1,11,12,3,2,0,0,3,5,0,1,0,0
571,1.783783784,1.047619048,27,28,3,2,5,0,6,4,0,1,1,0
572,3.3,1.266666667,23,24,2,2,2,0,5,3,0,0,1,0
573,2,1.571428571,14,14,2,1,2,0,8,5,0,0,1,0
574,1.95,1.166666667,16,16,1,1,3,0,6,3,0,0,1,0
575,1,1,1,0,0,0,0,0,1,1,0,0,0,0
576,2.076923077,1.5,16,17,2,2,2,0,3,4,0,0,1,0
577,1.933333333,2,10,10,1,1,1,0,4,3,0,0,1,0
578,1.685714286,1,20,21,2,2,4,0,4,3,0,0,1,0
579,1.125,1,3,2,0,0,1,0,0,3,0,0,0,0
580,1.25,1,3,2,0,0,1,0,0,2,0,0,0,0
581,1,1,3,2,0,0,1,0,1,2,0,0,0,0
582,1.066666667,1,6,6,1,1,0,0,2,3,0,1,0,0
583,2.066666667,1.142857143,10,10,1,1,1,0,2,3,0,0,1,0
584,1.744186047,1.2,30,32,3,3,6,0,6,4,0,0,1,0
585,1.454545455,1,7,7,1,2,0,0,1,3,0,0,1,0
586,1.153846154,1,10,10,1,1,1,0,3,3,0,0,1,0
587,1.25,1,8,8,1,1,1,0,3,3,0,0,1,0
588,2.777777778,1.8,11,11,1,1,1,0,7,5,0,0,1,0
589,2.27027027,1.277777778,31,34,4,4,5,0,5,3,1,1,1,0
590,1.4,1,8,8,1,1,1,0,2,3,0,1,0,0
591,2.25,1.15,29,32,4,4,5,2,10,3,1,0,1,0
592,1.928571429,1,11,11,1,1,1,0,4,3,0,0,1,0
593,1.388888889,1,10,10,1,1,2,0,5,3,0,0,1,0
594,2,1.176470588,25,26,3,2,4,0,2,4,0,0,1,0
595,1.846153846,1.1875,23,24,2,2,4,0,5,4,0,1,1,0
596,2.210526316,1.181818182,17,18,2,2,2,0,7,5,0,1,1,0
597,2.631578947,1.066666667,20,21,2,2,2,0,6,3,0,0,1,0
598,1,1,3,2,0,0,1,0,1,1,0,0,0,0
599,1.833333333,1,14,15,2,2,2,0,2,3,1,1,0,0
600,2.16,1.222222222,13,13,1,1,2,0,5,2,0,0,1,0
601,2.421052632,1.636363636,22,23,2,2,3,0,5,3,0,1,1,0
602,1,1,1,0,0,0,0,0,1,1,0,0,0,0
603,1.125,1,3,2,0,0,1,0,4,1,0,0,0,0
604,1.166666667,1.333333333,4,3,0,0,1,0,1,2,0,0,0,0
605,4,4,4,3,0,0,1,0,2,2,0,0,0,0
606,1.315789474,1,10,10,1,1,1,0,4,2,0,1,0,0
607,2.236842105,1.210526316,29,31,3,3,4,0,6,3,0,1,1,0
608,2.125,1.428571429,12,12,1,1,3,0,2,3,0,0,1,0
609,1.153846154,1,4,3,0,0,1,0,1,2,0,0,0,0
610,2.866666667,1.285714286,11,11,1,1,1,0,5,3,0,0,1,0
611,1.588235294,1.142857143,10,10,1,1,1,0,3,3,0,0,1,0
612,2.607142857,1.15,29,31,3,3,4,0,6,4,0,1,1,0
613,2.75,2,10,10,1,1,1,0,2,3,0,1,0,0
614,1.735294118,1,24,26,3,3,3,0,4,2,0,1,1,0
615,1.818181818,1,8,8,1,1,1,0,0,3,0,1,0,0
616,1.625,1,8,7,0,0,1,0,3,4,0,0,0,0
617,2.8125,1.375,28,31,4,3,6,20,6,2,0,1,1,0
618,1.540540541,1.1875,23,24,2,2,3,0,7,3,0,0,1,0
619,2.692307692,1.5,17,18,3,2,2,0,3,3,0,1,1,0
620,2.684210526,1.25,19,20,2,2,3,0,4,3,0,1,0,0
621,1.222222222,1,3,2,0,0,1,0,2,2,0,0,0,0
622,1.72,1.4,18,19,2,2,3,0,5,4,0,1,1,0
623,2.304347826,1.25,12,12,1,1,2,0,2,3,0,1,0,0
624,3,1.384615385,22,23,2,2,3,0,9,2,0,0,1,0
625,2,2,2,1,0,0,0,0,0,2,0,0,0,0
626,1.142857143,1,2,1,0,0,0,0,0,2,0,0,0,0
627,1.1,1,3,2,0,0,1,0,0,2,0,0,0,0
628,1,1,3,2,0,0,1,0,2,2,0,0,0,0
629,1.333333333,1,8,8,1,1,1,0,1,3,0,1,0,0
630,2.342857143,1.388888889,31,33,3,3,5,0,7,3,0,1,1,0
631,1.6,1,12,12,1,1,2,0,4,3,0,0,1,0
632,1.444444444,1.333333333,10,10,1,1,1,0,2,5,0,1,0,0
633,1.555555556,1.166666667,9,9,1,1,1,0,5,3,0,0,1,0
634,2,1,7,6,1,0,1,0,2,3,0,0,1,0
635,2.620689655,1.19047619,31,33,3,3,4,0,7,3,0,1,1,0
636,1.388888889,1.166666667,9,9,1,1,1,0,3,2,0,0,1,0
637,2,1.117647059,23,24,2,2,4,0,5,3,0,1,0,0
638,1.823529412,1,11,11,1,1,1,0,3,3,0,0,1,0
639,1.4,1.111111111,12,12,1,1,2,0,6,4,0,0,1,0
640,2.52173913,1.1875,25,27,3,3,4,0,7,5,0,1,1,0
641,2.03030303,1.052631579,25,26,3,2,4,0,6,3,0,1,1,0
642,2.214285714,1.1,13,13,1,1,2,0,3,3,0,0,0,1
643,2.25,1,15,16,2,3,1,0,6,3,0,1,1,0
644,1,1,3,2,0,0,1,0,0,3,0,0,0,0
645,1.6,1.1,15,16,2,2,3,0,5,3,0,0,1,0
646,1.714285714,1.2,8,8,1,1,1,0,2,3,0,1,0,0
647,2.111111111,1,19,20,2,2,3,0,6,3,0,0,1,0
648,1.111111111,1,3,2,0,0,1,0,0,3,0,0,0,0
649,1.294117647,1,6,5,0,0,1,0,3,2,0,0,0,0
650,1.142857143,1,5,4,0,0,1,0,2,2,0,0,0,0
651,2.333333333,1,3,2,0,0,1,0,2,2,0,0,0,0
652,1.105263158,1,8,8,2,0,1,1,3,1,0,0,1,0
653,2.586206897,1.266666667,25,27,3,3,3,0,4,4,0,1,1,0
654,1.65,1,11,11,1,1,1,0,0,4,0,1,0,0
655,1.133333333,1,8,8,1,1,0,0,5,2,0,0,1,0
656,1.466666667,1,10,10,1,1,1,0,1,3,0,0,1,0
657,1.166666667,1.166666667,9,9,1,1,1,0,1,3,0,1,0,0
658,2.363636364,1.238095238,33,36,5,4,4,3,6,3,0,1,1,0
659,1.590909091,1.222222222,13,13,1,1,2,0,2,3,0,0,1,0
660,3.176470588,1.117647059,23,24,2,2,5,0,8,3,0,0,1,0
661,1.636363636,1.125,11,11,1,1,2,0,5,3,0,0,1,0
662,2.5,1.222222222,13,13,1,1,3,0,4,3,0,0,1,0
663,1.878787879,1.333333333,30,32,3,3,4,0,6,3,0,1,1,0
664,2.296296296,1.125,24,27,4,4,3,4,8,3,0,1,0,0
665,2.214285714,1.2,14,14,1,1,2,0,5,3,0,0,1,0
666,2.666666667,1.090909091,16,17,2,2,2,0,4,4,0,1,1,0
667,1,1,2,1,0,0,0,0,0,2,0,0,0,0
668,1.923076923,1.666666667,12,12,1,1,3,0,1,3,0,0,1,0
669,1.357142857,1.166666667,8,8,1,1,1,0,4,3,0,0,1,0
670,2.083333333,1.071428571,17,17,1,2,4,0,5,4,0,0,1,0
671,1.090909091,1,3,2,0,0,1,0,2,2,0,0,0,0
672,1.333333333,1,3,2,0,0,1,0,2,2,0,0,0,0
673,1.2,1,3,2,0,0,1,0,0,3,0,0,0,0
674,1,1,2,1,0,0,0,0,0,2,0,0,0,0
675,2.2,1.142857143,10,10,1,1,1,0,4,3,0,0,1,0
676,2.423076923,1.266666667,25,27,3,4,4,0,5,3,0,1,1,0
677,1.333333333,1,9,9,1,1,1,0,3,3,0,0,1,0
678,3,2.666666667,10,10,1,1,1,0,6,4,0,0,1,0
679,1.375,1.25,7,7,1,1,1,0,3,1,0,0,1,0
680,2.142857143,1.75,9,9,1,1,1,0,0,4,0,1,0,0
681,2.290322581,1.095238095,29,31,3,3,3,0,7,3,0,1,1,0
682,1.192307692,1,10,10,1,1,1,0,2,3,0,0,1,0
683,2.678571429,1.25,26,28,3,3,3,0,7,3,0,1,1,0
684,2.111111111,1,8,8,1,1,1,0,2,3,0,0,1,0
685,2.05,1.125,11,11,1,1,1,0,3,3,0,1,0,0
686,2.24137931,1.5625,31,33,3,3,4,0,7,3,0,1,1,0
687,2.375,1.1875,23,24,2,2,4,0,5,3,0,1,1,0
688,1.75,1.3,15,15,1,1,3,0,7,6,0,1,0,0
689,2.555555556,1,19,20,2,2,3,0,4,3,0,1,1,0
690,1,1,2,1,0,0,0,0,0,2,0,0,0,0
691,2,1.111111111,12,12,1,1,3,0,4,3,0,0,1,0
692,2,1,9,9,1,1,1,0,5,3,0,0,1,0
693,2.352941176,1.2,16,17,2,2,1,0,3,4,0,1,0,0
694,1.214285714,1,5,4,0,0,1,0,2,3,0,0,0,0
695,1,1,3,2,0,0,1,0,1,2,0,0,0,0
696,1.3,1,3,2,0,0,1,0,4,1,0,0,0,0
697,1,1,1,0,0,0,0,0,1,1,0,0,0,0
698,1.909090909,1,8,8,1,1,1,0,3,3,0,1,0,0
699,1.682926829,1.2,25,28,5,4,4,7,5,3,0,1,1,0
700,1.357142857,1.142857143,10,10,1,1,1,0,2,2,0,1,0,0
701,1.9,1.4,9,9,1,1,1,0,2,2,0,1,0,0
702,2.947368421,1.428571429,12,12,1,1,1,0,1,3,0,1,0,0
703,1.823529412,1.142857143,10,10,1,1,1,0,3,3,0,1,0,0
704,2.4,1.352941176,29,31,3,3,5,0,6,3,0,0,1,0
705,1.291666667,1.111111111,12,12,1,1,2,0,5,3,0,0,1,0
706,2.551724138,1.111111111,27,30,3,4,2,0,7,4,0,0,1,0
707,1.789473684,1.285714286,11,11,1,1,2,0,3,3,0,1,0,0
708,1.666666667,1.166666667,9,9,1,1,1,0,6,3,0,0,1,0
709,4.2,1.846153846,30,32,3,3,6,0,7,3,0,1,1,0
710,2.666666667,1.235294118,27,29,3,3,4,0,6,3,0,0,1,0
711,2.8,1.666666667,19,20,2,2,3,0,3,3,0,0,1,1
712,1.351351351,1,19,20,2,2,3,0,4,3,0,1,1,0
713,1.142857143,1,2,1,0,0,0,0,1,1,0,0,0,0
714,1.75,1,12,12,1,1,2,0,7,3,0,0,1,0
715,1.615384615,1,8,8,1,1,1,0,0,3,1,0,0,0
716,2.222222222,1.181818182,17,18,2,2,2,0,3,3,1,0,1,0
717,1.2,1,3,2,0,0,1,0,0,2,0,0,0,0
718,1.25,1,2,1,0,0,0,0,0,2,0,0,0,0
719,1,1,2,1,0,0,0,0,0,2,0,0,0,0
720,1.666666667,1,3,2,0,0,1,0,3,1,0,0,0,0
721,2.133333333,1.428571429,12,12,1,1,2,0,6,1,0,0,1,0
722,2.375,1.285714286,26,29,4,4,3,0,3,3,1,1,0,0
723,2.416666667,1.1,13,13,1,1,3,0,4,3,0,0,1,0
724,1.333333333,1.2,8,8,1,1,1,0,2,3,0,1,0,0
725,1.866666667,1.166666667,9,9,1,1,1,0,6,5,0,0,1,0
726,2.210526316,1.111111111,12,12,1,1,3,0,4,2,0,0,1,0
727,2.540540541,1.157894737,29,31,4,3,3,0,7,2,0,1,1,0
728,1.666666667,1,8,8,1,1,0,0,2,2,0,0,1,0
729,2.36,1.117647059,23,24,2,2,4,0,5,3,0,0,1,0
730,1.935483871,1.090909091,14,14,1,1,2,0,3,4,0,0,1,0
731,3.6,2.5,12,12,1,1,2,0,4,2,0,0,1,0
732,1.725,1.1,29,32,3,4,3,0,8,3,0,0,1,0
733,2.464285714,1.117647059,23,24,2,2,5,0,6,3,0,0,1,0
734,2.133333333,1.1,13,13,1,1,3,0,4,3,0,0,0,1
735,1.642857143,1,16,17,2,2,2,0,4,3,0,1,0,0
736,1.125,1,3,2,0,0,1,0,0,3,0,0,0,0
737,1.916666667,1,18,20,2,3,1,0,4,4,0,0,1,0
738,1.25,1,8,8,1,1,1,0,5,4,0,1,0,0
739,3.476190476,1.416666667,21,22,2,2,4,0,8,3,0,0,1,0
740,1.5,1,3,2,0,0,1,0,1,2,0,0,0,0
741,1,1,2,1,0,0,0,0,0,2,0,0,0,0
742,2.125,1.666666667,5,4,0,0,1,0,3,3,0,0,0,0
743,1.2,1,3,2,0,0,1,0,2,2,0,0,0,0
744,1.523809524,1.5,14,14,1,1,2,0,4,3,0,0,1,0
745,2.148148148,1.222222222,28,30,3,3,5,0,9,6,0,1,1,0
746,1.571428571,1.8,11,11,1,1,2,0,2,2,0,0,1,0
747,1.222222222,1,4,3,0,0,1,0,5,2,0,0,0,0
748,1.75,1.166666667,9,9,1,1,1,0,2,4,0,1,0,0
749,1.529411765,1,9,9,1,1,1,0,4,5,0,0,1,0
750,2.564102564,1.2,30,32,3,3,7,0,6,5,0,1,1,1
751,1.72,1,12,12,1,1,2,0,5,2,0,0,1,0
752,2.655172414,1.222222222,28,30,3,3,3,0,6,3,0,1,1,0
753,2,1.285714286,10,10,1,1,2,0,5,5,0,1,0,0
754,1.666666667,1.2,8,8,1,1,1,0,1,3,1,0,0,0
755,2.475,1.388888889,31,33,3,3,5,0,6,3,0,1,1,0
756,3.090909091,1.428571429,24,25,2,2,5,0,6,3,0,1,1,0
757,1.791666667,1.1,13,13,1,1,2,0,6,2,0,0,1,0
758,1.789473684,1.857142857,16,16,2,1,3,0,4,3,0,0,1,0
759,2,2,2,1,0,0,0,0,0,2,0,0,0,0
760,1.303030303,1,13,13,1,1,2,0,6,1,0,0,1,0
761,1.285714286,1.111111111,12,12,1,1,2,0,3,4,0,0,1,0
762,2.260869565,1.888888889,21,23,3,3,3,9,8,3,0,0,1,0
763,1,1,2,1,0,0,0,0,0,2,0,0,0,0
764,1,1,3,2,0,0,1,0,2,1,0,0,0,0
765,1.166666667,1,2,1,0,0,0,0,0,2,0,0,0,0
766,1.111111111,1,3,2,0,0,1,0,1,2,0,0,0,0
767,1.454545455,1,9,9,1,1,1,0,3,3,0,0,1,0
768,1.625,1.105263158,27,29,3,3,2,0,5,3,0,1,1,0
769,2,1,11,11,1,1,3,0,5,4,0,0,1,0
770,1.384615385,1.25,6,5,1,0,1,0,1,3,0,0,1,0
771,1.652173913,1.1,13,13,1,1,2,0,4,3,0,0,1,0
772,1.466666667,1,10,10,1,1,1,0,4,3,0,0,1,0
773,1.92,1.238095238,32,34,3,3,4,0,9,2,0,1,1,0
774,2.181818182,1.166666667,9,9,1,1,1,0,5,2,0,0,1,0
775,2.40625,1.210526316,29,31,3,3,6,0,5,4,0,0,1,0
776,1.9,2,10,10,1,1,2,0,3,1,0,0,1,0
777,1.555555556,1.333333333,10,10,1,1,1,0,6,2,0,0,1,0
778,2.956521739,1.3125,27,29,3,3,3,0,7,5,0,1,1,0
779,1.512820513,1,23,24,3,2,3,0,6,3,0,0,1,0
780,1.851851852,1.3,17,18,2,2,3,0,3,3,0,1,1,0
781,2,1,19,20,2,2,3,0,4,3,0,1,1,0
782,1.25,1,3,2,0,0,1,0,0,3,0,0,0,0
783,2.055555556,1.25,13,13,2,1,1,0,4,2,0,0,1,0
784,1.882352941,1.5,14,14,1,1,2,0,5,5,0,0,1,0
785,2.666666667,1.133333333,22,24,2,3,2,0,4,3,0,1,0,0
786,1.210526316,1,6,5,0,0,1,0,3,3,0,0,0,0
787,1.571428571,1,3,2,0,0,1,0,0,2,0,0,0,0
788,1,1,2,1,0,0,0,0,0,2,0,0,0,0
789,1,1,1,0,0,0,0,0,1,1,0,0,0,0
790,2.2,1,8,8,1,1,2,0,2,3,0,1,0,0
791,2.365853659,1.222222222,30,33,4,4,3,0,5,3,1,1,1,0
792,1.538461538,1,7,7,1,2,0,0,2,3,0,1,0,0
793,1.611111111,1,8,8,1,1,0,0,6,1,0,0,1,0
794,1.482758621,1.111111111,12,12,1,1,2,0,5,2,0,0,1,0
795,1.764705882,1,11,11,1,1,1,0,2,3,0,0,0,1
796,3.296296296,1.173913043,33,35,3,3,5,0,9,2,0,0,1,1
797,2.066666667,1.142857143,10,10,1,1,2,0,4,3,0,0,1,0
798,2.592592593,1.055555556,23,24,2,2,5,0,9,2,0,0,1,0
